Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Hospitality + Trading Services,Internal Repairs and Maintenance for buildings,02.09.2013,1903802167,"£2,190.00",Universal Container Service
Manchester City Council,Adult Social Care,Rents,02.09.2013,5100664535,"£1,748.64",Mosscare Housing Ltd
Manchester City Council,Hospitality + Trading Services,Refuse Collection,02.09.2013,5100664562,£634.00,Hadfield Wood Recyclers
Manchester City Council,Hospitality + Trading Services,Refuse Collection,02.09.2013,5100664564,£614.00,Hadfield Wood Recyclers
Manchester City Council,Hospitality + Trading Services,Insurance,02.09.2013,1903802719,"£26,001.73",Zurich Municipal
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.09.2013,1903803617,£715.18,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.09.2013,1903803634,£631.75,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.09.2013,1903803643,£609.40,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,02.09.2013,1903803628,£516.44,Brake Bros Foodservice Ltd
Manchester City Council,Environment and Operations,Legal Fees,02.09.2013,5100664532,"£4,750.00",Redacted Personal Information
Manchester City Council,Adult Social Care,Legal Fees,02.09.2013,5100664531,£690.00,Redacted Personal Information
Manchester City Council,Childrens Services,Legal Fees,02.09.2013,1903804178,"£3,490.00",HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Legal Fees,02.09.2013,1903804178,"£3,320.00",HMCTS (Manchester County Court)
Manchester City Council,Childrens Services,Legal Fees,02.09.2013,1903804178,£910.00,HMCTS (Manchester County Court)
Manchester City Council,Chief Executives,Proffesional fees,02.09.2013,5100664682,"£39,500.00",City South Manchester Housing Trust
Manchester City Council,Chief Executives,Funeral and coroner related services,02.09.2013,1903803002,"£1,049.60",Redacted Personal Information
Manchester City Council,Manchester Leisure,Postage,02.09.2013,5100664657,"-£1,293.50",PSC Systems
Manchester City Council,Hospitality + Trading Services,Compensation Payments,02.09.2013,1903801908,£936.00,HBM Sayers
Manchester City Council,Chief Executives,Compensation Payments,02.09.2013,1903804178,"£14,825.00",HMCTS (Manchester County Court)
Manchester City Council,Hospitality + Trading Services,Compensation Payments,02.09.2013,1903802625,£873.33,Smith Jones Solicitors
Manchester City Council,Chief Executives,Compensation Payments,02.09.2013,1903802753,"£3,395.50",Withers LLP
Manchester City Council,Chief Executives,Compensation Payments,02.09.2013,1903803026,"£16,038.04",Redacted Personal Information
Manchester City Council,Hospitality + Trading Services,Cash Collection,02.09.2013,1903787696,£599.48,G4S Cash Services (Uk) Ltd
Manchester City Council,Chief Executives,Grant and subscriptions awarded,02.09.2013,5100664667,-£894.00,Chamberlink Ltd t/a Business
Manchester City Council,Chief Executives,Grant and subscriptions awarded,02.09.2013,5100664680,"£4,624.00",St Georges Community Centre.
Manchester City Council,Manchester Leisure,Agency staff provision,03.09.2013,5100664835,"£1,045.00",Manchester Rugby Union
Manchester City Council,Chief Executives,Agency staff provision,03.09.2013,5100664734,"£1,027.25",LAW Absolute
Manchester City Council,Chief Executives,Agency staff provision,03.09.2013,5100665000,£818.24,Semester Recruitment Ltd
Manchester City Council,Learning Disabilities PB,Agency staff provision,03.09.2013,5100664736,£721.35,Badenoch & Clark
Manchester City Council,Corporate Services,Security,03.09.2013,5100664611,"£2,354.10",Capital Properties (UK) Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,03.09.2013,5100664992,"£39,722.80",Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,03.09.2013,5100664913,"£36,410.40",Specialist Vehicle rental
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,03.09.2013,5100664950,"£1,064.21",Specialist Vehicle rental
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,03.09.2013,5100664991,"£1,347.26",Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Transport Coach Hire,03.09.2013,5100664737,"£2,740.00",Communitytransportservices.co.uk
Manchester City Council,Chief Executives,Payments to Sub-Contractors,03.09.2013,5100664836,£557.00,UKfast.net Ltd
Manchester City Council,Manchester Leisure,Hire of Machinery,03.09.2013,5100664809,-£604.00,Massey & Harris (Engrg) Ltd
Manchester City Council,Childrens Services,Catering,03.09.2013,5100664744,-£949.70,Chancellors Hotel & Conf Centre
Manchester City Council,Manchester Leisure,Proffesional fees,03.09.2013,1903801868,"£5,140.00",Curated Place
Manchester City Council,Chief Executives,Proffesional fees,03.09.2013,1903804395,"£1,615.38",Libelium Comunicaciones Distribuida
Manchester City Council,Chief Executives,Proffesional fees,03.09.2013,1903803027,£719.00,NEA
Manchester City Council,Chief Executives,Funeral and coroner related services,03.09.2013,5100664684,£774.40,Redacted Personal Information
Manchester City Council,Housing Revenue Account,West Gorton Mgmt Fee,03.09.2013,5100664821,"£10,589.00",Guinness Northern Counties
Manchester City Council,Corporate Services,I T Provision,03.09.2013,5100664935,£711.90,XMA Limited
Manchester City Council,Chief Executives,Compensation Payments,03.09.2013,5100664804,"£3,050.00",Redacted Personal Information
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,03.09.2013,5100664746,£949.70,Chancellors Hotel & Conf Centre
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,03.09.2013,5100646592,£588.00,Rigby Taylor Ltd
Manchester City Council,Adult Social Care,Third party payments to Health Authority,03.09.2013,5100664810,"£5,784.75",Man. Citizens Advice Bureaux
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.09.2013,5100664776,"£4,125.00",Chorlton Good Neighbours
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.09.2013,5100664841,"£1,428.01",MCCR
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.09.2013,5100664843,"£1,428.01",MCCR
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.09.2013,5100664838,"-£1,428.01",MCCR
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.09.2013,5100664839,"-£1,428.01",MCCR
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.09.2013,5100664738,£583.38,Henshaws Society For Blind People
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.09.2013,5100664694,"£2,417.50",Burnage Good Neighbours
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,03.09.2013,5100660761,"£6,435.00",One Education Ltd
Manchester City Council,Childrens Services,Payments for services,03.09.2013,5100664747,"£5,267.18",Scope
Manchester City Council,Childrens Services,Supported Accommodation,03.09.2013,5100664723,"£2,278.80",Depaul Trust
Manchester City Council,Corporate Services,Infrastructure Acquisition,03.09.2013,5100664855,"-£1,070.54",Computerland Uk Ltd
Manchester City Council,Adult Social Care,Agency staff provision,04.09.2013,5100664574,£671.65,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,04.09.2013,5100664576,£820.40,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,04.09.2013,5100664918,£820.40,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,04.09.2013,5100664577,£685.30,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,04.09.2013,5100664917,£685.30,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Agency staff provision,04.09.2013,5100664567,£521.15,Semester Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,04.09.2013,5100665001,£721.35,Semester Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,04.09.2013,5100665009,£721.35,Semester Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,04.09.2013,5100665010,£685.30,Semester Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,04.09.2013,5100665006,£554.90,Semester Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,04.09.2013,5100665005,£521.15,Semester Recruitment Ltd
Manchester City Council,Learning Disabilities PB,Agency staff provision,04.09.2013,5100664578,£577.08,Semester Recruitment Ltd
Manchester City Council,Childrens Services,Training and Development,04.09.2013,5100665092,£699.00,Cad-Capture Data Services Ltd
Manchester City Council,Regeneration Finance,Training and Development,04.09.2013,1903794137,£523.40,Soul Sustainability Ltd
Manchester City Council,Housing Revenue Account,External repairs and maintenance for buildings,04.09.2013,5100665018,"£3,641.35",Manchester Working Ltd
Manchester City Council,Housing Revenue Account,External repairs and maintenance for buildings,04.09.2013,5100665026,"£1,156.22",Manchester Working Ltd
Manchester City Council,Housing Revenue Account,Responsive Repairs Work,04.09.2013,1903676993,"£3,278.97",Northwards Housing Limited
Manchester City Council,Insurance Fund,Insurance,04.09.2013,5100664908,"£57,572.91",Alec Finch & Co Limited
Manchester City Council,Insurance Fund,Insurance,04.09.2013,5100664903,"£4,770.00",Alec Finch & Co Limited
Manchester City Council,Insurance Fund,Insurance,04.09.2013,5100664905,"£1,054.70",Alec Finch & Co Limited
Manchester City Council,Insurance Fund,Insurance,04.09.2013,5100664907,"£1,005.67",Alec Finch & Co Limited
Manchester City Council,Manchester Leisure,Security,04.09.2013,5100664967,£539.17,Chubb  Systems Limited
Manchester City Council,Manchester Leisure,Transport and Driver Hire,04.09.2013,5100664910,"£1,830.00",Crown Fine Arts
Manchester City Council,Adult Social Care,Equipment,04.09.2013,5100664751,£927.70,Independent Life Solutions
Manchester City Council,Adult Social Care,Furniture,04.09.2013,5100665298,£962.91,The Furnishing Service Ltd
Manchester City Council,Adult Social Care,Furniture,04.09.2013,5100665294,£542.70,The Furnishing Service Ltd
