Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Environment and Operations,Compensation Payments,02.06.2014,1904161635,£600.00,Tranter Cleere & Co
Manchester City Council,Hospitality + Trading Services,Data Registration,02.06.2014,5100721438,"£1,068.54",Mouchel Limited
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,02.06.2014,5100721482,"£1,607.00",Marshalls Mono Ltd
Manchester City Council,Chief Executives,Mobilephone Charges,02.06.2014,1904156849,"£44,635.18",T-Mobile (UK) Ltd
Manchester City Council,Manchester Leisure,Contract Cleaning External,02.06.2014,5100721415,"£1,300.00",Clearview Event Services Limited
Manchester City Council,Manchester Leisure,Contract Cleaning External,02.06.2014,5100721420,"£1,300.00",Clearview Event Services Limited
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,02.06.2014,5100721450,"£3,607.91",Kenny Bros (Civil Eng) Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,02.06.2014,5100721451,"£2,515.32",Kenny Bros (Civil Eng) Ltd
Manchester City Council,Childrens Services,Fixtures and Fitting,02.06.2014,1904161651,"£2,600.00",Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Training and Development,02.06.2014,1904161651,"£2,356.20",Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,PNOR-Other Amenities,02.06.2014,1904161651,"£1,294.95",Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Training and Development,02.06.2014,5100721445,"£1,221.00",Ocr
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,02.06.2014,5100721449,"£2,816.00",Asd Metal Services
Manchester City Council,Adult Social Care,Third party payments to Health Authority,02.06.2014,1904162854,"£158,672.00",The Pennine Acute Hospital Nhs Trus
Manchester City Council,Corporate Services,Travel Season TLS,02.06.2014,5100721511,-£593.98,Transport for Greater Manchester
Manchester City Council,Corporate Services,Legal Fees,02.06.2014,5100721309,"£16,427.50",Addleshaw Goddard Solicitors
Manchester City Council,Adult Social Care,Training and Development,02.06.2014,5100721410,£721.85,University Of Manchester
Manchester City Council,Childrens Services,Payments for services,02.06.2014,5100721435,"£1,919.00",Ofsted
Manchester City Council,Environment and Operations,Compensation Payments,02.06.2014,1904161554,"£1,050.00",Hillis
Manchester City Council,Environment and Operations,Compensation Payments,02.06.2014,1904161654,"£8,490.00",Department For Work & Pensions
Manchester City Council,Environment and Operations,Compensation Payments,02.06.2014,1904154724,£627.00,Department For Work & Pensions
Manchester City Council,Environment and Operations,Compensation Payments,02.06.2014,1904162462,£566.00,Department For Work & Pensions
Manchester City Council,Childrens Services,Compensation Payments,02.06.2014,1904152309,£585.00,Department For Work & Pensions
Manchester City Council,Regeneration Finance,Payments for services,02.06.2014,5100721586,"£100,000.00",Cityco
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,02.06.2014,5100721422,"£7,390.00",Redacted Personal Information
Manchester City Council,Adult Social Care,Payments for services,02.06.2014,5100721427,"£15,750.00",Manchester Safeguarding
Manchester City Council,Manchester Leisure,Payments for services,02.06.2014,5100721369,"£1,835.00",Manchester Sports & Leisure Trust
Manchester City Council,Adult Social Care,Rents,02.06.2014,5100721433,"£22,831.71",Accommodation Links Ltd
Manchester City Council,Childrens Services,Compensation Payments,02.06.2014,1904152343,"£22,000.00",Thompsons Solicitors
Manchester City Council,Corporate Services,Proffesional fees,02.06.2014,5100721400,"-£21,094.48",NPS North West Ltd
Manchester City Council,Childrens Services,Water - Metered,02.06.2014,5100721441,£843.58,Kids Around the Clock @ WHP
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,02.06.2014,1904163816,£808.00,Ecomix Concrete Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,02.06.2014,1904163817,£745.00,Ecomix Concrete Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,02.06.2014,5100721370,"£1,360.00",Mecanoo
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,02.06.2014,5100721372,"£1,360.00",Mecanoo
Manchester City Council,Adult Social Care,Third party payments to Health Authority,02.06.2014,1904116287,"£2,394.58",Stockport NHS
Manchester City Council,Corporate Services,Legal Fees,02.06.2014,5100721308,"£3,500.00",Landmark Chambers
Manchester City Council,Investment Core Strategy,Proffesional fees,02.06.2014,5100721364,"£7,800.00",Helen France Associates Limited
Manchester City Council,Childrens Services,Transport Coach Hire,02.06.2014,5100721363,"£1,880.00",Youbus Ltd
Manchester City Council,Adult Social Care,Third party payments to Health Authority,02.06.2014,1904163397,"£5,442.50",Virgin Care Blackpool LLP
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,02.06.2014,1904154210,"£7,870.00",King Tanktechnic Ltd
Manchester City Council,Environment and Operations,Charges for Services,02.06.2014,1904156646,"£17,480.61",Simpson Millar LLP
Manchester City Council,Environment and Operations,Compensation Payments,02.06.2014,1904162868,"£7,979.33",Pryers Solicitors
Manchester City Council,Adult Social Care,Proffesional fees,03.06.2014,5100721703,"£5,124.00",Wythenshawe Community Initiative
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,03.06.2014,5100721590,"£2,058.00",Instarmac Group Ltd
Manchester City Council,Corporate Services,Proffesional fees,03.06.2014,5100721587,"£1,200.00",Mott Macdonald Uk Limited
Manchester City Council,Childrens Services,Home Care ,03.06.2014,5100721556,£654.00,Adoption Matters Northwest
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,03.06.2014,5100721458,£545.00,Mahood Bros Ltd
Manchester City Council,Manchester Leisure,Special Event,03.06.2014,5100721541,"£1,540.00",William G.Search Ltd
Manchester City Council,Manchester Leisure,Special Event,03.06.2014,5100721551,£815.00,William G.Search Ltd
Manchester City Council,Chief Executives,I T Provision,03.06.2014,5100721591,"£3,702.90",T-Mobile (UK) Ltd
Manchester City Council,Childrens Services,Refuse Collection,03.06.2014,5100721588,£585.98,Initial Washroom Solutions
Manchester City Council,Corporate Services,Contract Cleaning External,03.06.2014,5100721505,£776.71,Initial Washroom Solutions
Manchester City Council,Adult Social Care,Supporting People Payments,03.06.2014,5100721380,"£11,821.23",Depaul Trust (Rent Receivables)
Manchester City Council,Adult Social Care,Supporting People Payments,03.06.2014,5100721380,"£11,120.46",Depaul Trust (Rent Receivables)
Manchester City Council,Environment and Operations,Construction Works,03.06.2014,5100721663,"£5,815.30",Yotta Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.06.2014,5100721640,£859.42,Irish Community Care
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.06.2014,5100721711,£859.41,Irish Community Care
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,03.06.2014,5100721474,£877.12,P.F. Cusack (Tools Supplies) Ltd
Manchester City Council,Adult Social Care,Agency staff provision,03.06.2014,5100721544,£987.72,Bs Project Services Ltd T/A
Manchester City Council,Chief Executives,Agency staff provision,03.06.2014,5100721544,£504.56,Bs Project Services Ltd T/A
Manchester City Council,Regeneration Finance,Agency staff provision,03.06.2014,5100721518,£519.40,Bs Project Services Ltd T/A
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,03.06.2014,5100721462,"£52,472.00",Garside and  Laycock Ltd
Manchester City Council,Childrens Services,Training and Development,03.06.2014,5100721521,£607.00,Manchester Metropolitan University
Manchester City Council,Childrens Services,Payments for services,03.06.2014,5100721493,"£12,572.67",Henshaws Society For Blind People
Manchester City Council,Environment and Operations,Environmental Services,03.06.2014,5100721520,"£3,175.00",Rigby Taylor Ltd
Manchester City Council,Environment and Operations,Proffesional fees,03.06.2014,5100721555,"£3,203.14",Redacted Personal Information
