Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Water Service Charges - Metered,01.08.2019,1906563260,£664.29,Water Plus Limited
Manchester City Council,Manchester Leisure,Equipment,01.08.2019,5101042717,"-£11,661.00",Craemer Uk Ltd
Manchester City Council,Manchester Leisure,Professional fees,01.08.2019,5101039414,"£50,000.00",Nova International Ltd
Manchester City Council,Hospitality + Trading Services,Internal Repairs and Maintenance for buildings,01.08.2019,5101042788,"-£1,113.86",WMB (Installations) Ltd
Manchester City Council,Hospitality + Trading Services,Water Service Charges - Metered,01.08.2019,1906563263,"£4,570.94",Water Plus Limited
Manchester City Council,Hospitality + Trading Services,Water Service Charges - Metered,01.08.2019,1906563265,"£3,244.91",Water Plus Limited
Manchester City Council,Hospitality + Trading Services,Water Service Charges - Metered,01.08.2019,1906563085,"£2,617.97",Water Plus Limited
Manchester City Council,Hospitality + Trading Services,Water Service Charges - Metered,01.08.2019,1906563163,£653.49,Water Plus Limited
Manchester City Council,Hospitality + Trading Services,Water Service Charges - Metered,01.08.2019,1906563262,£566.90,Water Plus Limited
Manchester City Council,Adult Social Care,Training and Development,01.08.2019,5101042779,£750.00,Manchester Metropolitan University
Manchester City Council,Adult Social Care,Rents,01.08.2019,5101042812,"£76,833.29",Accommodation Links Ltd
Manchester City Council,Adult Social Care,Rents,01.08.2019,5101042795,"£4,084.25",Mack Residential Letting Ltd
Manchester City Council,Adult Social Care,Rents,01.08.2019,1906546875,"£1,200.00",AMCO MCR Ltd
Manchester City Council,Adult Social Care,Rents,01.08.2019,1906539313,£950.00,L4A Lettings
Manchester City Council,Adult Social Care,Water Service Charges - Metered,01.08.2019,1906563361,£763.17,Water Plus Limited
Manchester City Council,Adult Social Care,Water Service Charges - Metered,01.08.2019,1906563159,£721.77,Water Plus Limited
Manchester City Council,Adult Social Care,Water Service Charges - Metered,01.08.2019,1906563358,£670.55,Water Plus Limited
Manchester City Council,Adult Social Care,Water Service Charges - Metered,01.08.2019,1906563288,£522.95,Water Plus Limited
Manchester City Council,Adult Social Care,Contract Cleaning External,01.08.2019,5101042806,"£1,350.00",Fishers Cleaning Services Ltd
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,01.08.2019,5101042842,"£26,029.50",Redacted Personal Information
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,01.08.2019,5101042802,"£4,072.92",The Radclyffe School
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,01.08.2019,5101042804,"£2,727.00",St Alphonsus RC Primary School
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,01.08.2019,5101042794,"£2,105.00",St Hilda's CE Primary School
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,01.08.2019,5101042727,"£28,104.16",Tor View School
Manchester City Council,Adult Social Care,Payments for services,01.08.2019,5101042820,£500.00,Link Mediation Services
Manchester City Council,Adult Social Care,Supporting People Payments,01.08.2019,5101042809,£699.54,Places for People Living +
Manchester City Council,Corporate Services,Training and Development,01.08.2019,5101042775,"£2,499.00",Social For The People Ltd
Manchester City Council,Corporate Services,Water Service Charges - Metered,01.08.2019,1906563356,"£1,934.38",Water Plus Limited
Manchester City Council,Corporate Services,Welfare Provision Service Awards,01.08.2019,5101042730,"£1,020.73",Furniture Resource Centre Ltd
Manchester City Council,Housing Revenue Account,Gas,01.08.2019,1906563427,£543.45,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Gas,01.08.2019,1906563417,£543.06,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Gas,01.08.2019,1906563389,£542.82,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Gas,01.08.2019,1906563400,£535.21,Scottish & Southern Energy Plc
Manchester City Council,Housing Revenue Account,Rents,01.08.2019,1906542309,"£5,066.66",Redacted Personal Information
Manchester City Council,Chief Executives,Agency staff provision,01.08.2019,5101042777,"£9,123.01",Penna PLC
Manchester City Council,Chief Executives,Training and Development,01.08.2019,5101042759,-£850.00,Manchester Mind
Manchester City Council,Chief Executives,Advertising,01.08.2019,5101042839,£745.00,The Law Society
Manchester City Council,Chief Executives,Advertising,01.08.2019,5101042747,"£2,700.00",MediaCo Outdoor Limited
Manchester City Council,Chief Executives,Advertising,01.08.2019,5101042738,"£2,340.00",MediaCo Outdoor Limited
