Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Professional fees,01.07.2016,1905175845,"£2,000.00",Alliance Medical Limited
Manchester City Council,Manchester Leisure,Tree work,01.07.2016,5100866906,£877.50,Brentwood Moss Nurseries
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,01.07.2016,5100866957,£500.00,Oldham Borough Council
Manchester City Council,Hospitality + Trading Services,Contract Cleaning External,01.07.2016,5100866923,"£6,533.54",Mitie Cleaning & Environmental
Manchester City Council,Hospitality + Trading Services,Equipment,01.07.2016,5100866916,"£1,043.90",Grantfen Fire & Security Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,01.07.2016,5100866918,"£1,043.90",Grantfen Fire & Security Ltd
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,01.07.2016,5100866963,"£7,910.00",Redacted Personal Information
Manchester City Council,Adult Social Care,Transport Coach Hire,01.07.2016,5100866912,"£6,580.00",Royton Minibuses Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,01.07.2016,5100860536,"£2,010.00",Chapter 1
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,01.07.2016,5100866952,"£1,392.05",Wythenshawe Community Housing Group
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,01.07.2016,5100866919,"£1,383.37",Manchester Deaf Centre Ltd
Manchester City Council,Adult Social Care,Professional fees,01.07.2016,5100866917,"£1,383.33",Manchester Deaf Centre Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,01.07.2016,5100866914,"£1,383.33",Manchester Deaf Centre Ltd
Manchester City Council,Adult Social Care,Payments for services,01.07.2016,5100866909,"£1,356.04",Safehands Network Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,01.07.2016,5100866943,£791.09,Wythenshawe Community Housing Group
Manchester City Council,Adult Social Care,Personal needs of client,01.07.2016,5100866955,£657.00,NRS Healthcare
Manchester City Council,Adult Social Care,Rents,01.07.2016,1905176144,£520.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Internal Repairs and Maintenance for buildings,01.07.2016,1905175551,£500.00,HRH Properties
Manchester City Council,Corporate Services,Fees,01.07.2016,1905114470,"£22,778.95",Equita Ltd
Manchester City Council,Corporate Services,Grant Payments,01.07.2016,5100866962,"£1,420.00",Compliance365
Manchester City Council,Corporate Services,Hire of Premises,01.07.2016,5100859547,-£810.00,Manchester Central
Manchester City Council,Corporate Services,Fees,01.07.2016,1905114470,"-£22,778.95",Equita Ltd
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176294,"£33,165.65",Kier Services Ltd - Maint West
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176282,"£22,554.74",Kier Services Ltd - Maint West
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176298,"£12,229.36",Kier Services Ltd - Maint West
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176290,"£5,124.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176279,"£4,829.98",Kier Services Ltd - Maint West
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176289,"£4,788.00",Hoist & Shower Chair Company
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176291,"£4,739.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176280,"£4,426.58",Kier Services Ltd - Maint West
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176296,"£4,211.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176288,"£3,869.16",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176292,"£3,852.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176276,"£3,822.39",Kier Services Ltd - Maint West
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176277,"£3,675.69",Kier Services Ltd - Maint West
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176278,"£2,921.90",Kier Services Ltd - Maint West
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176284,"£2,258.03",Chiltern Invadex Ltd
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176286,"£2,022.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176275,"£2,004.79",Kier Services Ltd - Maint West
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176283,"£1,948.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176285,"£1,852.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176295,"£1,640.00",Hoist & Shower Chair Company
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176287,"£1,575.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176293,"£1,555.00",Hoist & Shower Chair Company
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1905176281,"£1,291.12",Kier Services Ltd - Maint West
Manchester City Council,Housing General Fund,Building Works,01.07.2016,1700063402,"-£1,398.34",Kier Services Ltd - Maint West
Manchester City Council,Manchester Leisure,Labour Charges,04.07.2016,5100867064,"£11,437.90",Greater Manchester Police
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,04.07.2016,5100866922,"£3,732.60",Plantscape
Manchester City Council,Manchester Leisure,Rents,04.07.2016,5100867063,"£2,240.52",Wythenshawe Forum Trust Ltd
Manchester City Council,Manchester Leisure,Compensation Payments,04.07.2016,1905175549,"£2,000.00",Accountant General of the Senior
Manchester City Council,Manchester Leisure,Professional fees,04.07.2016,5100867231,"£2,000.00",Redacted Personal Information
Manchester City Council,Manchester Leisure,Hire of Premises,04.07.2016,5100867044,"£1,600.00",Greenwich Leisure Limited
Manchester City Council,Manchester Leisure,Professional fees,04.07.2016,5100867231,"£1,000.00",Redacted Personal Information
Manchester City Council,Manchester Leisure,Professional fees,04.07.2016,5100867231,"£1,000.00",Redacted Personal Information
Manchester City Council,Manchester Leisure,Agency staff provision,04.07.2016,5100867247,£983.52,Reed Employment Plc
Manchester City Council,Manchester Leisure,Catering,04.07.2016,5100867019,£806.00,Fabulous Fan Fayre Limited
Manchester City Council,Manchester Leisure,General Payments not otherwise categorised,04.07.2016,1905176464,£520.00,Re-Dock CIC
Manchester City Council,Manchester Leisure,Hire of Equipment,04.07.2016,5100866949,£510.00,Sunshine Events UK Ltd
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,04.07.2016,5100867010,"£4,685.60",Custodian Monitoring
Manchester City Council,Hospitality + Trading Services,Data Registration Fee,04.07.2016,1905174851,"£1,386.00",HMCS Traffic EC
Manchester City Council,Hospitality + Trading Services,Equipment,04.07.2016,5100866930,£953.43,Dante Fire & Security Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.07.2016,1905178110,£802.80,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.07.2016,1905178087,£734.82,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.07.2016,1905178172,£652.18,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.07.2016,1905178218,£613.43,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.07.2016,1905178159,£576.40,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.07.2016,1905178155,£561.28,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.07.2016,1905178222,£542.40,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.07.2016,1905178197,£540.40,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.07.2016,1905178135,£522.87,Brake Bros Foodservice Ltd
Manchester City Council,Adult Social Care,Payments for services,04.07.2016,5100866993,"£345,797.78",Manchester College
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,04.07.2016,5100867032,"£23,372.86",Oldham Borough Council
Manchester City Council,Adult Social Care,Supported Accommodation,04.07.2016,5100867022,"£16,942.80",Manchester Settlement
Manchester City Council,Adult Social Care,Payments for services,04.07.2016,5100867023,"£14,804.98",The Together Trust
Manchester City Council,Adult Social Care,Payments for services,04.07.2016,5100867029,"£14,804.98",The Together Trust
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100866936,"£13,584.50",Wythenshawe Community Housing Group
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867003,"£12,416.24",The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867003,"£11,672.04",The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Agency staff provision,04.07.2016,5100867235,"£11,172.00",HCL Social Care
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867003,"£9,487.30",The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867003,"£9,428.66",The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Training and Development,04.07.2016,1905176476,"£8,914.20",Barnardos Manchester Leaving Care S
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867003,"£8,348.92",The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,04.07.2016,5100867031,"£7,500.00",North West Employers Ltd
Manchester City Council,Adult Social Care,Payments for services,04.07.2016,5100866946,"£7,335.08",Oldham College Corporation
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867003,"£5,839.68",The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Payments for services,04.07.2016,5100867030,"£5,462.96",The Together Trust
Manchester City Council,Adult Social Care,Payments for services,04.07.2016,5100867028,"£5,331.80",IndePendent Business Services Ltd
Manchester City Council,Adult Social Care,Individual Budget Payment,04.07.2016,1905180070,"£4,691.69",Redacted Personal Information
Manchester City Council,Adult Social Care,Agency staff provision,04.07.2016,5100867235,"£4,500.00",HCL Social Care
Manchester City Council,Adult Social Care,Payments for services,04.07.2016,5100867026,"£4,334.85",IndePendent Business Services Ltd
Manchester City Council,Adult Social Care,Agency staff provision,04.07.2016,5100867235,"£3,290.00",HCL Social Care
Manchester City Council,Adult Social Care,Payments for services,04.07.2016,5100867254,"£3,009.00",The Youth Justice Board
Manchester City Council,Adult Social Care,Fixtures and Fittings,04.07.2016,1905176476,"£2,505.00",Barnardos Manchester Leaving Care S
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,04.07.2016,1905176476,"£2,437.94",Barnardos Manchester Leaving Care S
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867066,"£1,376.99",The Lesbian & Gay Foundation
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867069,"£1,376.99",The Lesbian & Gay Foundation
Manchester City Council,Adult Social Care,Transport Coach Hire,04.07.2016,1905176463,"£1,329.96",Redacted Personal Information
Manchester City Council,Adult Social Care,Professional fees,04.07.2016,1905176257,"£1,293.90",Otten Penna Solicitors
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867055,"£1,255.51",Anchor Trust
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867057,"£1,255.51",Anchor Trust
Manchester City Council,Adult Social Care,Legal Fees,04.07.2016,5100866991,£962.50,Redacted Personal Information
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867055,£930.03,Anchor Trust
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867057,£930.03,Anchor Trust
Manchester City Council,Adult Social Care,Professional fees,04.07.2016,1905174846,£916.45,Redacted Personal Information
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,04.07.2016,5100867248,£910.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,04.07.2016,5100867251,£910.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,04.07.2016,5100867252,£910.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Childrens Allowances,04.07.2016,1905176476,£694.80,Barnardos Manchester Leaving Care S
Manchester City Council,Adult Social Care,Agency staff provision,04.07.2016,5100867247,£579.25,Reed Employment Plc
Manchester City Council,Adult Social Care,Professional fees,04.07.2016,1905174859,£570.20,Bromleys Solicitors LLP
Manchester City Council,Adult Social Care,Professional fees,04.07.2016,1905174831,£548.10,Advanced Child Care Assessments
Manchester City Council,Adult Social Care,Building Materials for direct delivery,04.07.2016,5100866951,£500.00,Mangar International Ltd
Manchester City Council,Adult Social Care,Professional fees,04.07.2016,5100867236,£500.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Legal Fees,04.07.2016,5100867020,£500.00,DWF LLP
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867078,"-£5,839.68",The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867078,"-£8,348.92",The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867078,"-£9,428.66",The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867078,"-£9,487.30",The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867078,"-£11,672.04",The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.07.2016,5100867078,"-£12,416.24",The Guinness Partnership Ltd
Manchester City Council,Childrens Services,Building Works,04.07.2016,5100867007,"£22,362.00",Manchester Health Academy
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.07.2016,5100867242,"£30,000.00",Irish Diaspora Foundation
Manchester City Council,Corporate Services,Legal Fees,04.07.2016,5100866979,"£20,038.50",Pinsent Masons LLP
Manchester City Council,Corporate Services,Professional fees,04.07.2016,5100867214,"£6,112.00",Turner & Townsend Cost
Manchester City Council,Corporate Services,Hire of Premises,04.07.2016,5100853745,£810.00,Manchester Central
Manchester City Council,Corporate Services,Agency staff provision,04.07.2016,5100867247,£535.05,Reed Employment Plc
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,04.07.2016,5100867092,"£3,473.38",Pts Plumbing Trade Supplies
Manchester City Council,Housing Revenue Account,Responsive Repairs Work,04.07.2016,1905176255,"£1,009.02",Northwards Housing Limited
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,04.07.2016,5100867255,£890.95,Pts Plumbing Trade Supplies
Manchester City Council,Housing Revenue Account,Legal Fees,04.07.2016,1905176137,£650.00,Redacted Personal Information
Manchester City Council,Housing Revenue Account,Compensation Payments,04.07.2016,1905169230,£600.00,Faith Young LLP
Manchester City Council,Chief Executives,Catering,04.07.2016,5100866929,"£5,227.10",Manchester Central
Manchester City Council,Chief Executives,Agency staff provision,04.07.2016,5100867235,"£4,289.25",HCL Social Care
Manchester City Council,Chief Executives,"Vehicles, Plant, Furniture & Equip - Adaptations",04.07.2016,5100867247,"£2,587.50",Reed Employment Plc
Manchester City Council,Chief Executives,Agency staff provision,04.07.2016,5100867247,"£1,860.48",Reed Employment Plc
Manchester City Council,Chief Executives,Data Registration Fee,04.07.2016,1905176451,"£1,134.00",HMCS Traffic EC
Manchester City Council,Chief Executives,Agency staff provision,04.07.2016,5100867232,"£1,032.01",Bennett Staff Bureau
Manchester City Council,Chief Executives,Building Materials for direct delivery,04.07.2016,1905178259,£808.00,Ecomix Concrete Ltd
Manchester City Council,Chief Executives,Building Materials for direct delivery,04.07.2016,1905178260,£808.00,Ecomix Concrete Ltd
Manchester City Council,Chief Executives,Advertising,04.07.2016,5100866992,£780.00,MediaCo Outdoor Limited
Manchester City Council,Chief Executives,Advertising,04.07.2016,5100866994,£780.00,MediaCo Outdoor Limited
Manchester City Council,Chief Executives,Catering,04.07.2016,5100866935,£690.22,Manchester Central
Manchester City Council,Chief Executives,Catering,04.07.2016,5100866924,£520.75,Manchester Central
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,04.07.2016,5100867061,£907.38,Rushton Electronic Solutions Ltd
Manchester City Council,Regeneration Finance,Storage Costs,04.07.2016,5100867050,£720.80,Data Space Limited
