Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,General Fund,Levies,01.12.2012,1903247859,"£49,745.50",Environment Agency
Manchester City Council,Chief Executives,Equipment,03.12.2012,5100599671,"£3,432.00",Footprint Solutions Ltd
Manchester City Council,Manchester Leisure,Equipment,03.12.2012,1700031716,"£1,950.00",Total Option Ltd
Manchester City Council,Manchester Leisure,Equipment,03.12.2012,1700031717,"£1,950.00",Total Option Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.12.2012,1903426399,£989.76,The Furnishing Service Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.12.2012,1903426390,£838.88,The Furnishing Service Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.12.2012,1903426413,£708.46,The Furnishing Service Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.12.2012,1903426420,£583.75,The Furnishing Service Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.12.2012,1903426426,£719.10,Chicken Joes Limited
Manchester City Council,Housing Revenue Account,Compensation Payments,03.12.2012,1903413445,"£4,850.00",ClearLaw Solicitors
Manchester City Council,Housing Revenue Account,Compensation Payments,03.12.2012,1903413432,"£1,320.00",Redacted Personal Information
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,03.12.2012,5100599783,"£1,431.00",Wolseley Util Ltd T/A Burdens Ltd
Manchester City Council,Housing General Fund,Building Works,03.12.2012,1903422062,£841.20,Pannone & Partners Solicitors
Manchester City Council,Chief Executives,Seconded Employees,04.12.2012,5100599951,"£2,618.16",Salford Royal Hospitals Nhs Trust
Manchester City Council,Adult Social Care,Rents,04.12.2012,5100599817,£608.04,Brentwood Lettings Ltd
Manchester City Council,Adult Social Care,Rents,04.12.2012,5100599831,"£1,993.91",Coleman Investments Ltd
Manchester City Council,Adult Social Care,Rents,04.12.2012,5100599746,"£2,958.80",Cromwood Ltd
Manchester City Council,Childrens Services,Rents,04.12.2012,1903420932,"£1,560.48",Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Rents,04.12.2012,1903420976,"£4,118.57",Transitional Plus Care Community
Manchester City Council,Childrens Services,Rents,04.12.2012,1903420978,"£2,524.28",Transitional Plus Care Community
Manchester City Council,Manchester Leisure,Rents,04.12.2012,5100599859,£840.06,Hochtief Faclilty Management
Manchester City Council,Manchester Leisure,Rents,04.12.2012,5100599850,£504.00,Hochtief Faclilty Management
Manchester City Council,Manchester Leisure,Refuse Collection,04.12.2012,5100599788,£985.20,Veolia Environmental Services Ltd
Manchester City Council,Childrens Services,Fixtures and Fitting,04.12.2012,1903423113,£650.00,Barnardos Manchester Leaving Care S
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,04.12.2012,5100599713,£661.43,Advanced Vehicle Technicians Ltd
Manchester City Council,Childrens Services,Travel,04.12.2012,1903413946,"£1,937.85",R.S.P. Ltd Br Business Systems Ltd
Manchester City Council,Childrens Services,Travel,04.12.2012,1903413947,"£1,304.85",R.S.P. Ltd Br Business Systems Ltd
Manchester City Council,Childrens Services,Travel,04.12.2012,1903413946,£903.50,R.S.P. Ltd Br Business Systems Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,04.12.2012,5100599774,£630.00,Royton Minibuses Ltd
Manchester City Council,Childrens Services,Transport Coach Hire,04.12.2012,5100599773,£560.00,Royton Minibuses Ltd
Manchester City Council,Childrens Services,Equipment,04.12.2012,5100599960,£640.00,Manchester Vending Services Ltd
Manchester City Council,Hospitality + Trading Services,Equipment,04.12.2012,5100599806,"£1,480.00",Falcon Foodservice Equipment
Manchester City Council,Manchester Leisure,Furniture,04.12.2012,5100599792,"£2,440.00",University Of Manchester
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,04.12.2012,5100599779,"-£1,431.00",Wolseley Util Ltd T/A Burdens Ltd
