Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,GRIR,08/06/2022,5105819680,-11470,Acorn Scaffolding & Event Struct
Manchester City Council,Manchester Leisure,GRIR,08/06/2022,5105819736,-550,Trinity Chambers
Manchester City Council,Manchester Leisure,GRIR,14/06/2022,5105820603,-1185,Bag It Don't Bin It Ltd
Manchester City Council,Childrens & Education Services,Transport Coach Hire,06/06/2022,5105819234,2014,Beresford Travel
Manchester City Council,Manchester Leisure,Agency staff provision,06/06/2022,5105819146,5250,Gatenby Sanderson
Manchester City Council,Manchester Leisure,Agency staff provision,27/06/2022,5105822278,15000,HOME
Manchester City Council,Manchester Leisure,Agency staff provision,29/06/2022,5105822737,4785,Michael Page International
Manchester City Council,Manchester Leisure,Other Allowances,06/06/2022,1907761538,9595.78,Tusker Direct
Manchester City Council,Manchester Leisure,Training and Development,09/06/2022,5105819703,2906.1,GMCA
Manchester City Council,Manchester Leisure,Training and Development,24/06/2022,5105822036,1331.2,Resolve Antisocial Behaviour
Manchester City Council,Manchester Leisure,Training and Development,28/06/2022,5105821428,1676.4,Break into Business Ltd
Manchester City Council,Environment and Operations,Construction Works,21/06/2022,5105821408,2470,GMCA
Manchester City Council,Environment and Operations,Construction Works,22/06/2022,5105821406,719.64,GMCA
Manchester City Council,Environment and Operations,Construction Works,22/06/2022,5105821407,4138.85,GMCA
Manchester City Council,Environment and Operations,Construction Works,22/06/2022,5105821750,5750,GMCA
Manchester City Council,Environment and Operations,Construction Works,22/06/2022,5105821781,4760,GMCA
Manchester City Council,Environment and Operations,Construction Works,23/06/2022,5105821782,1344.48,GMCA
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105822529,1212.85,GMCA
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105822654,46317.4,GMCA
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105822655,35898.44,GMCA
Manchester City Council,Environment and Operations,Construction Works,30/06/2022,5105822733,2329.6,GMCA
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,28/06/2022,5105822303,1400,Keebuilders Uk Ltd
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,28/06/2022,5105822434,52284.22,J Greenwood (Builders) Limited
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,29/06/2022,5105822670,625,Fencelines Ltd
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,29/06/2022,5105822671,1444,Fencelines Ltd
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,30/06/2022,5105822921,41366.72,Scrutiny Cleaning Services
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/06/2022,5105821013,778,Cadent Gas Ltd.
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/06/2022,5105821014,740,Cadent Gas Ltd.
Manchester City Council,Manchester Leisure,Responsive Repairs Work,20/06/2022,5105821136,13554.34,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,20/06/2022,5105821137,13335.23,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,20/06/2022,5105821138,87274.95,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,20/06/2022,5105821139,4503.76,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,20/06/2022,5105821161,90004.33,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,20/06/2022,5105821163,63453.89,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,20/06/2022,5105821164,1399.56,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,27/06/2022,5105822263,443608.58,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,30/06/2022,5105821972,13554.34,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,30/06/2022,5105821974,13335.23,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,30/06/2022,5105821975,87274.95,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,30/06/2022,5105821976,4503.76,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,30/06/2022,5105821978,90004.33,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,30/06/2022,5105821979,1399.56,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,30/06/2022,5105822706,4769.44,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Responsive Repairs Work,30/06/2022,5105822710,24292.56,EQUANS Regeneration Limited
Manchester City Council,Manchester Leisure,Environmental Services,29/06/2022,5105822585,-618.26,Master Moves Ltd
Manchester City Council,Manchester Leisure,Environmental Services,29/06/2022,5105822586,618.26,Master Moves Ltd
Manchester City Council,Manchester Leisure,Environmental Services,30/06/2022,5105821866,1395,CPD Property Services
Manchester City Council,Manchester Leisure,Contract Cleaning External,15/06/2022,5105820674,5275.78,Scrutiny Cleaning Services
Manchester City Council,Manchester Leisure,Contract Cleaning External,15/06/2022,5105820675,1987.6,Scrutiny Cleaning Services
Manchester City Council,Manchester Leisure,Contract Cleaning External,24/06/2022,5105822196,805,CPD Property Services
Manchester City Council,Manchester Leisure,Refuse Collection,16/06/2022,5105820673,538,Scrutiny Cleaning Services
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30/06/2022,5105822888,1913.52,Redacted Personal Information
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,30/06/2022,5105822889,3415.66,Redacted Personal Information
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,15/06/2022,5105820678,8652.41,Scrutiny Cleaning Services
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,15/06/2022,5105820679,4808.72,Scrutiny Cleaning Services
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,23/06/2022,5105820676,8652.41,Scrutiny Cleaning Services
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,30/06/2022,5105822471,650,CPD Property Services
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,30/06/2022,5105822355,223650.49,EQUANS Regeneration Limited
Manchester City Council,Childrens & Education Services,Professional fees,23/06/2022,1907603964,750,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Professional fees,20/06/2022,1907767002,625,Redacted Personal Information
Manchester City Council,Manchester Leisure,Gas,07/06/2022,5105819400,6076.44,Wythenshawe Forum Trust Ltd
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1700135365,-752.82,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1700135367,-558.9,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1700135369,-536.6,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780972,688.66,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780973,946.39,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780974,2644.95,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780977,946.14,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780978,1103.06,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780981,921.24,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780982,766.28,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780983,725.11,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780985,697.48,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780986,536.02,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780988,800.89,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780991,834.48,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907780999,662.82,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907781000,1417.3,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907781002,553.32,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907781004,731.42,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907781005,599.75,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907781009,861.13,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907781013,1122.99,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907781014,516.53,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907781016,710.01,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907781021,1790.42,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907781022,1417.18,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907781023,1150.43,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Gas,23/06/2022,1907781024,1057.32,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,07/06/2022,5105819400,6563.42,Wythenshawe Forum Trust Ltd
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780653,598.01,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780665,570.82,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780673,1231.42,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780674,2257.61,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780681,725.59,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780694,682.95,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780701,598.01,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780711,598.01,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780714,598.01,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780719,1953.56,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780730,679.55,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780731,590.62,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780735,719.41,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780738,724.08,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780740,621.15,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780742,598.01,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780788,679.55,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780808,598.01,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780814,542.02,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780816,654.67,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780836,621.77,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780901,828.86,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,30/06/2022,1907793616,6432.23,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,30/06/2022,1907793617,5677.46,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,30/06/2022,1907793618,6243.46,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,30/06/2022,1907793619,5300.23,Scottish & Southern Energy Plc
Manchester City Council,Manchester Leisure,Electricity,01/06/2022,1907761005,7315.94,Npower
Manchester City Council,Manchester Leisure,Electricity,01/06/2022,1907761006,760.41,Npower
Manchester City Council,Manchester Leisure,Electricity,01/06/2022,1907761009,6007.55,Npower
Manchester City Council,Manchester Leisure,Electricity,01/06/2022,1907761010,1068.13,Npower
Manchester City Council,Manchester Leisure,Electricity,01/06/2022,1907761011,6645.22,Npower
Manchester City Council,Manchester Leisure,Electricity,01/06/2022,1907761014,1045.2,Npower
Manchester City Council,Manchester Leisure,Electricity,01/06/2022,1907761016,2417.48,Npower
Manchester City Council,Manchester Leisure,Electricity,01/06/2022,1907761017,1164.51,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135288,-2546.34,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135289,-2647.27,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135290,-2849.13,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135291,-1243.58,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135292,-1356.41,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135293,-2268.53,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135294,-1212.85,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135295,-1251.11,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135296,-2121.66,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135301,-21744.77,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135302,-11436.69,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135303,-11305.37,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135304,-10491.03,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135305,-10862.79,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135306,-21453.6,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1700135307,-21199.62,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780486,1858.8,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780487,653.4,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780488,811.13,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780489,2826.87,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780490,2768.46,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780491,774.5,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780492,2556.27,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780493,1911.98,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780494,2759.71,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780495,580.46,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780498,8792.97,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780502,10080.83,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780505,1434.64,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780512,4504.3,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780514,1329.97,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780515,1413.63,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780516,11164.28,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780534,5782.91,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780535,5597.7,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780536,5663.95,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780537,5732.3,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780539,4677.67,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780540,3495.49,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780541,5480.85,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780542,4272.44,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780545,5501.92,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780546,6131.77,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780549,8159.76,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780552,1316.44,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780553,600.79,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780555,1399.37,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780556,1528.72,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780557,1678.02,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780563,20390.35,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780565,2683.05,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780566,5167.41,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780567,833.02,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780568,10563.98,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780569,20110.1,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780570,13536.39,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780572,7906.6,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780574,2947.88,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780587,1100.42,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780588,1259.5,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780591,4331.66,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780593,1026.9,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780594,5780.07,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780608,1071.4,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780609,988.01,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780611,2988.78,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780614,1314.21,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780615,807.84,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780616,1393.49,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780617,1142.56,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780618,1368.35,Npower
Manchester City Council,Manchester Leisure,Electricity,23/06/2022,1907780620,1771.34,Npower
Manchester City Council,Hospitality + Trading Services,Electricity,23/06/2022,1700135297,-21244.06,Npower
Manchester City Council,Hospitality + Trading Services,Electricity,23/06/2022,1907780499,21964.38,Npower
Manchester City Council,Hospitality + Trading Services,Electricity,23/06/2022,1907780500,20841.93,Npower
Manchester City Council,Hospitality + Trading Services,Electricity,23/06/2022,1907780503,2789.53,Npower
Manchester City Council,Hospitality + Trading Services,Electricity,23/06/2022,1907780517,642.78,Npower
Manchester City Council,Hospitality + Trading Services,Electricity,23/06/2022,1907780521,9952.09,Npower
Manchester City Council,Hospitality + Trading Services,Electricity,23/06/2022,1907780524,13034.83,Npower
Manchester City Council,Hospitality + Trading Services,Electricity,23/06/2022,1907780561,2714.64,Npower
Manchester City Council,Hospitality + Trading Services,Electricity,23/06/2022,1907780562,2927.82,Npower
Manchester City Council,Hospitality + Trading Services,Electricity,23/06/2022,1907780571,54931.92,Npower
Manchester City Council,Hospitality + Trading Services,Electricity,23/06/2022,1907780597,2119.88,Npower
Manchester City Council,Childrens & Education Services,Electricity,01/06/2022,1907761012,1355.3,Npower
Manchester City Council,Childrens & Education Services,Electricity,23/06/2022,1907780508,1083.57,Npower
Manchester City Council,Childrens & Education Services,Electricity,23/06/2022,1907780582,1602.69,Npower
Manchester City Council,Childrens & Education Services,Electricity,23/06/2022,1907780583,3263.63,Npower
Manchester City Council,Childrens & Education Services,Electricity,23/06/2022,1907780596,908.32,Npower
Manchester City Council,Manchester Leisure,Electricity,09/06/2022,1907765119,3940.64,Haven Power Ltd
Manchester City Council,Manchester Leisure,Electricity,16/06/2022,5105820362,1048.36,Switch2 Energey Limited
Manchester City Council,Manchester Leisure,Electricity,16/06/2022,5105820363,729.08,Switch2 Energey Limited
Manchester City Council,Manchester Leisure,Electricity,24/06/2022,5105822078,1093.37,Switch2 Energey Limited
Manchester City Council,Manchester Leisure,Electricity,30/06/2022,5105822370,729.08,Switch2 Energey Limited
Manchester City Council,Manchester Leisure,Electricity,30/06/2022,5105822373,7361.36,Switch2 Energey Limited
Manchester City Council,Manchester Leisure,Electricity,30/06/2022,5105822564,7355.74,Switch2 Energey Limited
Manchester City Council,Childrens & Education Services,Professional fees,14/06/2022,1907766988,700,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Transport Coach Hire,10/06/2022,5105819546,2280,Redacted Personal Information
Manchester City Council,Childrens & Education Services,Transport Coach Hire,10/06/2022,5105819547,2090,Redacted Personal Information
Manchester City Council,Manchester Leisure,Rents,07/06/2022,1907760347,321954.53,Colliers International (Client A/C)
Manchester City Council,Manchester Leisure,Rents,23/06/2022,1907772700,8250,Mason Owen Property
Manchester City Council,Manchester Leisure,Water - Metered,23/06/2022,1907780461,1923.14,Anglian Water Business (National)
Manchester City Council,Hospitality + Trading Services,Water - Metered,23/06/2022,1907780299,1831.67,Anglian Water Business (National)
Manchester City Council,Hospitality + Trading Services,Water - Metered,23/06/2022,1907780393,6287.79,Anglian Water Business (National)
Manchester City Council,Hospitality + Trading Services,Water - Metered,23/06/2022,1907780405,12037.81,Anglian Water Business (National)
Manchester City Council,Hospitality + Trading Services,Water - Metered,23/06/2022,1907780438,681.13,Anglian Water Business (National)
Manchester City Council,Childrens & Education Services,Water - Metered,23/06/2022,1907780467,1411.09,Anglian Water Business (National)
Manchester City Council,Manchester Leisure,Contract Cleaning External,06/06/2022,5105819017,-2424.85,Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Refuse Collection,17/06/2022,5105819783,1110323.54,Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Refuse Collection,17/06/2022,5105819784,87994.52,Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Refuse Collection,24/06/2022,5105820305,93182.54,Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Special Event,20/06/2022,5105821122,3009.23,Biffa Municipal Limited
Manchester City Council,Hospitality + Trading Services,Contract Cleaning External,20/06/2022,5105821127,1900,Biffa Municipal Limited
Manchester City Council,Hospitality + Trading Services,Contract Cleaning External,20/06/2022,5105821128,2000,Biffa Municipal Limited
Manchester City Council,Environment and Operations,Vehicle Plant Furniture and Equipment,30/06/2022,5105822343,265000,Biffa Municipal Limited
Manchester City Council,Environment and Operations,Vehicle Plant Furniture and Equipment,30/06/2022,5105822343,50000,Biffa Municipal Limited
Manchester City Council,Childrens & Education Services,Grounds Maintenance,20/06/2022,5105820727,1045.35,Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Contract Cleaning External,06/06/2022,5105819124,10704.5,Clearview Event Services Limited
Manchester City Council,Manchester Leisure,Professional fees,30/06/2022,5105822825,994,Clearview Event Services Limited
Manchester City Council,Manchester Leisure,Contract Cleaning External,13/06/2022,5105820205,2135.05,Initial Medical Services
Manchester City Council,Manchester Leisure,Contract Cleaning External,20/06/2022,1907777140,522.99,Business Stream
Manchester City Council,Manchester Leisure,Contract Cleaning External,30/06/2022,5105821425,1790.9,Ramora Ltd
Manchester City Council,Manchester Leisure,Contract Cleaning External,30/06/2022,5105821426,15000,Ramora Ltd
Manchester City Council,Manchester Leisure,Refuse Collection,10/06/2022,5105820028,3600,Ramora Ltd
Manchester City Council,Manchester Leisure,Refuse Collection,07/06/2022,5105818993,1082.8,GTS Steam Cleaners
Manchester City Council,Manchester Leisure,Refuse Collection,10/06/2022,5105819746,547.25,GTS Steam Cleaners
Manchester City Council,Manchester Leisure,Refuse Collection,17/06/2022,5105820845,784,GTS Steam Cleaners
Manchester City Council,Manchester Leisure,Refuse Collection,10/06/2022,5105819221,1267.43,Egbert Taylor Group
Manchester City Council,Environment and Operations,Works and associated costs for Land and Buildings,30/06/2022,5105819224,5584,Egbert Taylor Group
Manchester City Council,Environment and Operations,Works and associated costs for Land and Buildings,30/06/2022,5105821805,8136,Egbert Taylor Group
Manchester City Council,Manchester Leisure,Refuse Collection,29/06/2022,5105822538,1244.89,Community Security (North West)
Manchester City Council,Manchester Leisure,Security,17/06/2022,5105821143,4044.71,Community Security (North West)
Manchester City Council,Manchester Leisure,Security,17/06/2022,5105821144,4044.71,Community Security (North West)
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,17/06/2022,5105821236,3968.12,Community Security (North West)
Manchester City Council,Manchester Leisure,Refuse Collection,29/06/2022,5105822791,1744,Dickinson Environmental
Manchester City Council,Manchester Leisure,Refuse Collection,30/06/2022,5105821680,81182.3,Redgate Holdings Ltd
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,30/06/2022,5105821678,17887.1,Redgate Holdings Ltd
Manchester City Council,Manchester Leisure,Grounds Maintenance,30/06/2022,5105821677,9429.7,Redgate Holdings Ltd
Manchester City Council,Manchester Leisure,Disposables,30/06/2022,5105821679,78988.9,Redgate Holdings Ltd
Manchester City Council,Manchester Leisure,Liquid Contnr Recycl,30/06/2022,5105821675,1402.9,Redgate Holdings Ltd
Manchester City Council,Manchester Leisure,Recycling Facilities,30/06/2022,5105821691,17641.14,Redgate Holdings Ltd
Manchester City Council,Manchester Leisure,Tipping - Tonnage,29/06/2022,5105821674,91486.5,Redgate Holdings Ltd
Manchester City Council,Manchester Leisure,Tipping - Skips,30/06/2022,5105821676,36890.72,Redgate Holdings Ltd
Manchester City Council,Manchester Leisure,Security,10/06/2022,5105819888,1348.27,Showsec International Ltd
Manchester City Council,Manchester Leisure,Security,30/06/2022,5105821834,15836.8,Showsec International Ltd
Manchester City Council,Manchester Leisure,Security,30/06/2022,5105819315,3764.94,Showsec International Ltd
Manchester City Council,Manchester Leisure,Security,30/06/2022,5105822497,12613.38,Showsec International Ltd
Manchester City Council,Manchester Leisure,Security,30/06/2022,5105819094,45529.15,Showsec International Ltd
Manchester City Council,Manchester Leisure,Security,30/06/2022,5105819627,4486.15,Showsec International Ltd
Manchester City Council,Manchester Leisure,Security,30/06/2022,5105821768,3944.51,Showsec International Ltd
Manchester City Council,Manchester Leisure,Hire of Premises,21/06/2022,5105821098,1000,Moss Side Millennium Powerhouse Ltd
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,27/06/2022,5105821741,17637.5,Moss Side Millennium Powerhouse Ltd
Manchester City Council,Manchester Leisure,Grounds Maintenance,08/06/2022,5105819354,5429.64,Tivoli Group Ltd
Manchester City Council,Manchester Leisure,Grounds Maintenance,20/06/2022,5105821287,2338.88,Woodhouse Park Allotments Society
Manchester City Council,Manchester Leisure,Grounds Maintenance,29/06/2022,5105822594,3333.29,Gorton Horticultural Society
Manchester City Council,Manchester Leisure,Grounds Maintenance,29/06/2022,5105822661,732.78,Northern Moor Gardening Society
