Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Chief Executives,Postage,03.02.2014,5100697634,"£1,095.42",Royal Mail Group Plc
Manchester City Council,Childrens Services,Payments for services,03.02.2014,5100697580,"£6,175.00",Benchill Community Centre
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,03.02.2014,5100697555,"£72,038.00",Willmott Dixon Construction
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,03.02.2014,5100697512,"£2,925.00",Kenny Bros (Civil Eng) Ltd
Manchester City Council,Childrens Services,Personal needs of client,03.02.2014,1903990151,"£2,780.00",Devon County Council
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2014,1904002003,"£1,779.87",Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2014,1904002036,£851.83,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2014,1904002010,£839.49,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2014,1904002006,£816.41,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2014,1904002066,£671.52,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2014,1904002084,£670.42,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2014,1904001961,£643.16,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2014,1904002127,£550.27,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,03.02.2014,1904001993,£536.43,Brake Bros Foodservice Ltd
Manchester City Council,Manchester Leisure,Proffesional fees,03.02.2014,5100697517,"£2,500.00",Physio Sport
Manchester City Council,Chief Executives,Expenditure re Internal Trading Ordered Externally,03.02.2014,5100697638,£711.61,Electoral Reform Services Ltd
Manchester City Council,Childrens Services,Payments for services,03.02.2014,5100697578,"£6,966.50",Saheli
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,03.02.2014,5100697576,"£5,900.00",The Pankhurst Centre
Manchester City Council,Chief Executives,Examination Fees,03.02.2014,5100697561,"£3,850.00",University Hospital of South Mcr
Manchester City Council,Chief Executives,Examination Fees,03.02.2014,5100697559,"£3,400.00",University Hospital of South Mcr
Manchester City Council,Chief Executives,Funeral and coroner related services,03.02.2014,5100697563,"£7,718.00",University Hospital of South Mcr
