Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,
Manchester City Council,Adult Social Care,Agency staff provision,01.05.2015,5100790101,£839.30,Semester Recruitment Ltd,,,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,01.05.2015,5100790180,"£1,900.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,01.05.2015,5100790190,"£1,885.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,01.05.2015,5100790177,"£1,850.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,01.05.2015,5100790182,"£1,435.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,01.05.2015,5100790184,"£1,028.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,01.05.2015,5100790187,£850.00,A P Broome Landscapes Ltd,,,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,01.05.2015,5100790170,-£850.00,A P Broome Landscapes Ltd,,,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,01.05.2015,5100790167,"-£1,028.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,01.05.2015,5100790164,"-£1,435.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,01.05.2015,5100790155,"-£1,850.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,01.05.2015,5100790173,"-£1,885.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,01.05.2015,5100790161,"-£1,900.00",A P Broome Landscapes Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.05.2015,1904617002,"£1,398.16",Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.05.2015,1904617001,£576.52,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.05.2015,1904616971,£560.95,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.05.2015,1904616977,£501.15,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.05.2015,1904616999,£575.76,Chicken Joes Limited
Manchester City Council,Hospitality + Trading Services,Catering Provisions,01.05.2015,1904616974,£559.86,Chicken Joes Limited
Manchester City Council,Hospitality + Trading Services,Compensation Payments,01.05.2015,1904610287,£585.00,Department For Work & Pensions
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,01.05.2015,5100790174,"£1,006.95",Manchester Working Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,01.05.2015,5100790186,"£1,842.00",A P Broome Landscapes Ltd
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,01.05.2015,5100790169,"-£1,842.00",A P Broome Landscapes Ltd
Manchester City Council,Corporate Services,Fees,01.05.2015,1904616183,"£1,650.00",Marston Group Limited
Manchester City Council,Corporate Services,Fees,01.05.2015,1904616155,"£25,734.90",Equita Ltd
Manchester City Council,Corporate Services,Fees,01.05.2015,1904616178,"£3,416.80",Equita Ltd
Manchester City Council,Corporate Services,Fees,01.05.2015,1904616176,£949.75,Equita Ltd
Manchester City Council,Corporate Services,Fees,01.05.2015,1904615059,£670.65,Bristow & Sutor
Manchester City Council,Corporate Services,Fees,01.05.2015,1904616176,-£949.75,Equita Ltd
Manchester City Council,Corporate Services,Fees,01.05.2015,1904616178,"-£3,416.80",Equita Ltd
Manchester City Council,Corporate Services,Fees,01.05.2015,1904616155,"-£25,734.90",Equita Ltd
Manchester City Council,Corporate Services,Fees,01.05.2015,1904615059,-£670.65,Bristow & Sutor
Manchester City Council,Adult Social Care,Gas,01.05.2015,5100790142,"£12,757.08",Manchester School Services Limited
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,01.05.2015,5100790208,£627.00,Thomas Group (Marble & Granite) Ltd
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,01.05.2015,5100790199,"£1,000.00",Parish of The Good Shepherd
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,01.05.2015,1904615432,£910.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Grounds Maintenance,01.05.2015,5100790153,"£1,758.00",Manchester Youth Academy
Manchester City Council,Insurance Fund,Insurance,01.05.2015,1904610590,"£3,000.00",Fentons Solicitors Part of
Manchester City Council,Insurance Fund,Insurance,01.05.2015,1904610604,"£4,946.46",Department For Work & Pensions
Manchester City Council,Insurance Fund,Insurance,01.05.2015,1904610447,£879.00,Silverbeck Rymer Solicitors
Manchester City Council,Insurance Fund,Insurance,01.05.2015,1904610449,£720.00,Silverbeck Rymer Solicitors
